timestamp,LF_angle,LF_velocity,RF_angle,RF_velocity,LB_angle,LB_velocity,RB_angle,RB_velocity,v_x,v_y,omega
5.135515790000002,0,0,0,0,0,0,0,0,0.0,0.0,0.0
